Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Reasons for canceling by Customer,Reasons for canceling by Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
10-04-2025,08:09:00,CNR9586454705,Canceled by Customer,CUST9987,Prime SUV,Kubernagar,Ambawadi,,,Yes,Change of plans,,,,,,,,,
28-04-2025,21:25:00,CNR2839080673,Canceled by Driver,CUST6454,Bike,Paldi,Gota,,,,,Yes,More than permitted people in there,,,,,,,
11-04-2025,04:17:00,CNR1532420161,Success,CUST4987,Prime Sedan,Manek Chowk,Kalupur,5.28,17.41,,,,,,,290.55,UPI,6.99,4.4,5
28-04-2025,05:34:00,CNR6770655955,Success,CUST4984,Prime SUV,Kubernagar,Amraiwadi,9.81,12.35,,,,,,,206.26,UPI,10.75,4.9,3.9
03-04-2025,08:45:00,CNR4339002665,Incomplete,CUST5067,Prime SUV,New Ranip,Memnagar,,,,,,,Yes,Customer Demand,,,,,
24-04-2025,13:24:00,CNR3991647502,Success,CUST9134,Prime SUV,Chharodi,Kubernagar,7.57,10.63,,,,,,,647.76,Credit Card,18.53,4.8,3.7
07-04-2025,00:16:00,CNR8725109296,Canceled by Customer,CUST5107,Bike,Ashram Road,Amraiwadi,,,Yes,Driver asked to cancel,,,,,,,,,
01-04-2025,16:32:00,CNR6117217815,Success,CUST5095,Prime Sedan,Naranpura,Ellis Bridge,10.61,11.12,,,,,,,699.41,Credit Card,8.38,4.8,3.3
30-04-2025,19:19:00,CNR7497090897,Incomplete,CUST8471,Bike,Vasna,Maninagar,,,,,,,Yes,Vehicle Breakdown,,,,,
25-04-2025,02:42:00,CNR4545255503,Success,CUST4868,Prime SUV,Kalupur,Ranip,9.42,5.7,,,,,,,253.37,Debit Card,16.37,3.6,4.8
24-04-2025,00:22:00,CNR4897106846,Canceled by Customer,CUST8049,Prime Sedan,Isanpur,Dariapur,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
09-04-2025,02:19:00,CNR9777879245,Success,CUST6361,Prime Sedan,Bodakdev,Drive-In,4.94,6.03,,,,,,,881.09,Cash,23.05,4.4,3.7
26-04-2025,04:09:00,CNR9349463025,Incomplete,CUST8535,Bike,Vastrapur,Vejalpur,,,,,,,Yes,Customer Demand,,,,,
10-04-2025,12:24:00,CNR7928055044,Success,CUST1733,Prime Plus,Dariapur,Ghodasar,9.93,6.6,,,,,,,336.41,Debit Card,3.4,3.3,4
18-04-2025,01:00:00,CNR3004638560,Success,CUST4070,Bike,Drive-In,Maninagar,3.4,19.38,,,,,,,50.92,UPI,8.76,3.4,4.1
25-04-2025,21:58:00,CNR5316426659,Success,CUST4595,Bike,Vasna,Behrampura,12.28,18.64,,,,,,,269.25,Cash,16.41,3.7,4.5
26-04-2025,22:49:00,CNR3211776121,Success,CUST7665,Mini,Isanpur,Sabarmati,3.14,10.54,,,,,,,481.14,UPI,9.02,4.3,3.7
01-04-2025,16:32:00,CNR8947364243,Incomplete,CUST9219,Bike,Bodakdev,Paldi,,,,,,,Yes,Customer Demand,,,,,
29-04-2025,12:17:00,CNR4686443137,Success,CUST6374,Prime Sedan,Naranpura,Saraspur,4.01,10.58,,,,,,,481.15,Cash,14.57,4.3,4.6
20-04-2025,05:41:00,CNR5900393536,Success,CUST7361,Mini,Science City,Drive-In,5.94,5.88,,,,,,,1108.188,Credit Card,10.89,4.1,3.6
28-04-2025,22:04:00,CNR8674630361,Success,CUST9715,Prime SUV,Ashram Road,Dariapur,12.12,12.38,,,,,,,66.65,UPI,15.94,3.4,3.8
07-04-2025,13:52:00,CNR3913605899,Success,CUST2141,Bike,Memnagar,Kalupur,5.73,17.75,,,,,,,324.85,Debit Card,15.73,4.2,4.1
29-04-2025,06:59:00,CNR9594097429,Canceled by Driver,CUST5763,Mini,Isanpur,Odhav,,,,,Yes,Personal & Car related issue,,,,,,,
12-04-2025,09:29:00,CNR2038741891,Canceled by Customer,CUST1496,Auto,Lal Darwaja,Asarwa,,,Yes,Driver asked to cancel,,,,,,,,,
21-04-2025,17:27:00,CNR2954862184,Success,CUST7452,Prime Plus,Kubernagar,Naroda,8.76,18.5,,,,,,,350.48,Cash,4.78,3.9,3.8
22-04-2025,15:48:00,CNR1740765675,Success,CUST3728,Prime SUV,Juhapura,Bodakdev,9.47,18.67,,,,,,,925.32,Wallet,10,4.9,4.6
21-04-2025,06:23:00,CNR6513464570,Incomplete,CUST7876,Auto,New Ranip,Vatva,,,,,,,Yes,Vehicle Breakdown,,,,,
07-04-2025,19:55:00,CNR5425265303,Success,CUST2613,Mini,Jamialpur,Dariapur,4.53,15.36,,,,,,,197.01,Debit Card,17.43,3.1,3.1
14-04-2025,08:32:00,CNR4266775234,Success,CUST5228,Mini,Kubernagar,Naroda,11.62,19.22,,,,,,,344,Wallet,1.16,4,4.6
15-04-2025,10:20:00,CNR6281677955,Success,CUST8060,Prime SUV,Behrampura,Ashram Road,13.18,19.47,,,,,,,142.99,Debit Card,9.12,3.1,4.7
13-04-2025,06:57:00,CNR9986928826,Canceled by Driver,CUST8074,Prime Plus,Bopal,Sola,,,,,Yes,Personal & Car related issue,,,,,,,
29-04-2025,07:37:00,CNR1156855126,Canceled by Customer,CUST5700,Bike,Kubernagar,Meghaninagar,,,Yes,Driver asked to cancel,,,,,,,,,
15-04-2025,16:26:00,CNR3709936721,Success,CUST7671,Prime Plus,Ambawadi,Memnagar,8.55,10.96,,,,,,,750.19,Cash,9.39,4.4,3.9
09-04-2025,17:24:00,CNR8350908323,Incomplete,CUST9942,Bike,Vatva,Juhapura,,,,,,,Yes,Vehicle Breakdown,,,,,
13-04-2025,07:57:00,CNR5853420425,Success,CUST2911,Bike,Nikol,Gota,4.73,7.45,,,,,,,396.672,Credit Card,11.77,3.4,3.3
08-04-2025,23:27:00,CNR9399643215,Success,CUST7763,Mini,Chandkheda,Ellis Bridge,6.65,8.31,,,,,,,61.78,Cash,3.54,4.5,3.7
04-04-2025,06:51:00,CNR2988223844,Success,CUST6563,Auto,Science City,Chharodi,9.43,11.43,,,,,,,388.98,UPI,17.54,3.8,3.8
12-04-2025,20:19:00,CNR2940922701,Canceled by Driver,CUST7308,Auto,Ambawadi,Paldi,,,,,Yes,Customer related issue,,,,,,,
17-04-2025,16:33:00,CNR3257001222,Success,CUST5252,Auto,Asarwa,Navrangpura,7.54,18.55,,,,,,,195.89,Wallet,16.45,3.4,4
30-04-2025,17:40:00,CNR6396274481,Canceled by Driver,CUST7774,Prime Plus,Prahlad Nagar,Drive-In,,,,,Yes,Customer related issue,,,,,,,
17-04-2025,01:27:00,CNR9466901322,Success,CUST1419,Mini,Thaltej,Chandkheda,12.21,18.48,,,,,,,52.02,UPI,22.14,3.3,3.3
23-04-2025,16:40:00,CNR7380117195,Success,CUST4623,Prime Plus,Naroda,Hansol,12.59,10.84,,,,,,,335.55,Debit Card,17.11,4.6,3.8
21-04-2025,00:59:00,CNR3208505523,Success,CUST8764,Mini,Science City,Sabarmati,4.45,5.26,,,,,,,701.3,UPI,13.6,4.3,3.8
20-04-2025,22:49:00,CNR6356413038,Success,CUST8333,Mini,Thaltej,Shahpur,5.33,19.66,,,,,,,870.384,Debit Card,2.52,3.2,4.6
09-04-2025,00:58:00,CNR1615681518,Incomplete,CUST8954,Auto,Ranip,Ashram Road,,,,,,,Yes,Customer Demand,,,,,
16-04-2025,03:34:00,CNR8231819886,Success,CUST4957,Prime SUV,Prahlad Nagar,Thaltej,4.23,16.58,,,,,,,423.76,UPI,6.43,4.4,3.2
10-04-2025,02:06:00,CNR1456408362,Success,CUST2900,eBike,Kubernagar,Ambawadi,12.71,14.83,,,,,,,222.76,Debit Card,19.33,3.6,4.8
02-04-2025,12:04:00,CNR3233420394,Success,CUST4539,Mini,Science City,Kubernagar,10.58,14.8,,,,,,,214.03,UPI,4.26,4.8,4.4
09-04-2025,16:25:00,CNR7023588512,Success,CUST5845,Prime Sedan,Meghaninagar,Amraiwadi,7.12,17.23,,,,,,,339.22,Credit Card,4.98,4.1,3.6
18-04-2025,09:39:00,CNR1808230885,Success,CUST8211,Prime Sedan,Thaltej,Ghodasar,10.66,19.75,,,,,,,281.55,Cash,22.9,4.7,4.1
01-04-2025,23:46:00,CNR2064750084,Incomplete,CUST3453,Mini,Asarwa,Juhapura,,,,,,,Yes,Vehicle Breakdown,,,,,
29-04-2025,03:08:00,CNR3680895669,Canceled by Driver,CUST8146,Bike,Asarwa,Sola,,,,,Yes,Customer was coughing/sick,,,,,,,
15-04-2025,16:14:00,CNR2003797811,Canceled by Driver,CUST2407,Prime SUV,Chandkheda,Memnagar,,,,,Yes,Customer was coughing/sick,,,,,,,
20-04-2025,12:57:00,CNR4859350959,Success,CUST3728,Prime Sedan,Gota,Manek Chowk,13.2,15.37,,,,,,,292.452,Cash,5.73,3,3.7
09-04-2025,07:12:00,CNR6224872667,Success,CUST7847,Bike,Naroda,Satellite,13.01,6.72,,,,,,,455.04,Cash,18.88,3.1,3.2
01-04-2025,01:11:00,CNR1243325733,Success,CUST3479,Prime Plus,Kalupur,Gomtipur,11.69,11.07,,,,,,,846.51,Debit Card,2.12,3.7,4.1
05-04-2025,11:39:00,CNR1560077135,Success,CUST2495,Mini,Navrangpura,Naranpura,3.95,12.86,,,,,,,110.052,Wallet,16.96,4.2,4.9
09-04-2025,20:11:00,CNR1363385015,Incomplete,CUST5374,Prime SUV,Gomtipur,Sola,,,,,,,Yes,Vehicle Breakdown,,,,,
03-04-2025,18:27:00,CNR3768776308,Success,CUST6074,Auto,Ashram Road,Meghaninagar,8.85,9.22,,,,,,,117.67,Credit Card,17.11,3,3.5
11-04-2025,23:57:00,CNR6496143042,Incomplete,CUST7272,Prime SUV,Satellite,Sola,,,,,,,Yes,Customer Demand,,,,,
27-04-2025,17:28:00,CNR2596534028,Incomplete,CUST6571,Prime SUV,Asarwa,Science City,,,,,,,Yes,Vehicle Breakdown,,,,,
02-04-2025,04:52:00,CNR9229836649,Canceled by Customer,CUST8162,Auto,Ambawadi,Kalupur,,,Yes,Wrong Address,,,,,,,,,
30-04-2025,04:00:00,CNR5539268087,Success,CUST1538,eBike,Satellite,Ghodasar,14.98,8.39,,,,,,,314.61,Debit Card,18.78,5,4.4
22-04-2025,07:51:00,CNR1249481457,Success,CUST8680,Mini,Ghodasar,Science City,10.14,14.01,,,,,,,351.37,Debit Card,5.91,4,3.5
01-04-2025,00:30:00,CNR6161986296,Success,CUST5801,Prime Plus,Vasna,Drive-In,3.77,5.18,,,,,,,125.75,Wallet,5.75,4.5,3.9
24-04-2025,03:57:00,CNR1556331523,Canceled by Customer,CUST7890,Prime SUV,Ashram Road,Science City,,,Yes,AC is Not working,,,,,,,,,
25-04-2025,13:54:00,CNR1059429448,Success,CUST4923,Mini,Vastrapur,Isanpur,13.28,19.83,,,,,,,342.34,Debit Card,1.06,3.1,3.6
17-04-2025,00:27:00,CNR5147483421,Canceled by Customer,CUST7750,Prime SUV,Odhav,Amraiwadi,,,Yes,AC is Not working,,,,,,,,,
12-04-2025,18:09:00,CNR2208444660,Success,CUST1024,Auto,Kubernagar,Chandkheda,8.59,9.67,,,,,,,940.044,Debit Card,12.61,3.9,4.9
01-04-2025,05:08:00,CNR7354309057,Success,CUST9775,Auto,Kubernagar,Odhav,8.24,9.33,,,,,,,1415.4,Credit Card,2.63,3.8,3.6
07-04-2025,13:01:00,CNR3492283998,Success,CUST8495,Auto,Naranpura,Asarwa,3.43,6.44,,,,,,,206.4,Wallet,21.03,3.5,3.1
11-04-2025,19:32:00,CNR8727577646,Canceled by Driver,CUST3830,Prime Plus,Memnagar,Vejalpur,,,,,Yes,Personal & Car related issue,,,,,,,
10-04-2025,12:24:00,CNR5339029829,Success,CUST2888,Bike,Prahlad Nagar,CG Road,12.27,5.13,,,,,,,931.9,Cash,14.08,3.6,3.1
16-04-2025,23:47:00,CNR8241383095,Canceled by Driver,CUST3699,Prime SUV,Drive-In,Kubernagar,,,,,Yes,Customer was coughing/sick,,,,,,,
04-04-2025,09:28:00,CNR2586934624,Success,CUST5418,Prime SUV,Jamialpur,Odhav,10.67,19.8,,,,,,,541.77,Credit Card,10.65,3.2,4.8
05-04-2025,02:36:00,CNR1177449944,Canceled by Driver,CUST6264,Prime Sedan,Paldi,Kalupur,,,,,Yes,More than permitted people in there,,,,,,,
22-04-2025,22:27:00,CNR3306067787,Success,CUST1879,Prime Sedan,Behrampura,Science City,11.15,17.65,,,,,,,237.83,Cash,15.87,4.6,4.3
05-04-2025,20:01:00,CNR3975257728,Success,CUST6252,Bike,Amraiwadi,Jamialpur,13.62,18.02,,,,,,,596.484,Credit Card,3.52,4,4.6
20-04-2025,21:32:00,CNR9611122057,Incomplete,CUST5624,Prime Sedan,Gomtipur,Bopal,,,,,,,Yes,Vehicle Breakdown,,,,,
15-04-2025,06:19:00,CNR1736174562,Success,CUST2334,Auto,Jamialpur,Drive-In,5.56,9.32,,,,,,,242.78,Wallet,5.64,4.6,3.1
25-04-2025,01:53:00,CNR1071722004,Success,CUST3365,Auto,Meghaninagar,Ellis Bridge,8.95,10.72,,,,,,,407.4,Cash,24.74,3.6,4.1
29-04-2025,03:07:00,CNR8052889565,Incomplete,CUST9442,Auto,Naroda,Ambawadi,,,,,,,Yes,Other Issue,,,,,
22-04-2025,21:36:00,CNR3028665690,Success,CUST1111,Prime Sedan,Naroda,Vastrapur,5.95,16.33,,,,,,,981.53,Debit Card,14.58,4.3,3.9
09-04-2025,10:33:00,CNR3166120848,Success,CUST3551,Mini,Bopal,Isanpur,11.85,5.34,,,,,,,371.54,Debit Card,23.34,4.3,4.5
18-04-2025,18:47:00,CNR7778793745,Success,CUST3982,eBike,Jamialpur,Memnagar,14.2,19.08,,,,,,,147.51,UPI,22.42,4.4,3
27-04-2025,05:34:00,CNR4309457970,Incomplete,CUST1879,Auto,Ghodasar,Lal Darwaja,,,,,,,Yes,Vehicle Breakdown,,,,,
13-04-2025,04:28:00,CNR1165797819,Success,CUST1345,Prime SUV,Sabarmati,Gota,9.58,7.77,,,,,,,250.176,UPI,7.47,4.6,4
02-04-2025,15:39:00,CNR8628902322,Success,CUST5519,Mini,Jamialpur,Prahlad Nagar,3.48,5.74,,,,,,,556.34,Credit Card,12.42,4.7,3.7
23-04-2025,22:55:00,CNR6965484572,Incomplete,CUST4161,Prime Sedan,Paldi,Gomtipur,,,,,,,Yes,Vehicle Breakdown,,,,,
18-04-2025,17:14:00,CNR6318373011,Success,CUST6386,eBike,Jamialpur,Meghaninagar,14.43,17.28,,,,,,,332.67,Wallet,3.92,4.1,3.5
22-04-2025,11:57:00,CNR1369783236,Success,CUST5853,Prime Sedan,Saraspur,Chharodi,7.3,12.22,,,,,,,186.89,Credit Card,20.01,4,4.3
24-04-2025,22:57:00,CNR4775100503,Canceled by Driver,CUST1201,Prime SUV,Navrangpura,Chharodi,,,,,Yes,Personal & Car related issue,,,,,,,
07-04-2025,19:45:00,CNR9223333674,Canceled by Driver,CUST3708,Prime SUV,Science City,Juhapura,,,,,Yes,Personal & Car related issue,,,,,,,
13-04-2025,03:53:00,CNR5457218437,Success,CUST2449,Prime Plus,Ashram Road,New Ranip,4.36,8.23,,,,,,,542.004,Debit Card,14.37,3.7,4.5
03-04-2025,09:47:00,CNR4429783298,Success,CUST7043,Auto,Naranpura,Bopal,10.21,13.75,,,,,,,144.96,UPI,9.09,4.9,4.9
29-04-2025,10:23:00,CNR3769228314,Canceled by Customer,CUST4538,Prime SUV,Drive-In,Dariapur,,,Yes,AC is Not working,,,,,,,,,
25-04-2025,10:03:00,CNR2768024159,Success,CUST8153,Mini,Gomtipur,Juhapura,12.51,12.52,,,,,,,813.74,Debit Card,16.09,3.1,4.5
08-04-2025,23:54:00,CNR8782362843,Success,CUST3033,Bike,Satellite,Jamialpur,4.9,19.65,,,,,,,233.73,UPI,2.86,3.2,3.4
27-04-2025,18:09:00,CNR8751553407,Success,CUST1593,Auto,Gomtipur,Kubernagar,10.27,13.76,,,,,,,492.168,Credit Card,23.41,3.5,3.3
16-04-2025,22:53:00,CNR1766530395,Success,CUST4253,Prime Sedan,Kalupur,Bopal,13.6,8.6,,,,,,,101.68,Cash,14.28,3.1,4.5
10-04-2025,01:42:00,CNR2277192418,Success,CUST1895,eBike,Jamialpur,Saraspur,6.1,11.72,,,,,,,134.84,Debit Card,20.28,3.4,3
17-04-2025,13:44:00,CNR9946949070,Success,CUST4451,Bike,Shahpur,Prahlad Nagar,11.38,7.51,,,,,,,734.71,UPI,14.59,3.4,3.3
25-04-2025,16:56:00,CNR3840692414,Success,CUST3308,eBike,Jamialpur,Chharodi,7.63,12.19,,,,,,,407.15,UPI,23.55,3.9,4.8
22-04-2025,03:44:00,CNR2925354415,Success,CUST4127,Bike,Vatva,Lal Darwaja,5.08,12.16,,,,,,,203.17,Wallet,8.51,3.9,4.4
15-04-2025,09:20:00,CNR8525346524,Canceled by Driver,CUST3576,Prime SUV,Dariapur,Maninagar,,,,,Yes,Customer was coughing/sick,,,,,,,
07-04-2025,06:51:00,CNR8703030609,Canceled by Driver,CUST9411,eBike,Ellis Bridge,Hansol,,,,,Yes,More than permitted people in there,,,,,,,
18-04-2025,10:47:00,CNR1145964370,Success,CUST8948,Auto,Nikol,Naroda,8.88,19.35,,,,,,,780.8,Cash,4.43,4.4,4.6
21-04-2025,20:51:00,CNR2902220975,Success,CUST4518,Auto,Naranpura,Science City,10.43,19.15,,,,,,,165.66,UPI,16.27,4.8,4.1
14-04-2025,20:31:00,CNR5798322655,Canceled by Driver,CUST2778,eBike,Chandkheda,Bopal,,,,,Yes,More than permitted people in there,,,,,,,
05-04-2025,12:17:00,CNR5856742211,Success,CUST2189,eBike,Gomtipur,Sabarmati,11.7,11.11,,,,,,,1181.316,UPI,11.77,4.9,3.6
10-04-2025,19:20:00,CNR2230291576,Success,CUST9448,Auto,Science City,Nikol,4.74,17.97,,,,,,,765.77,Credit Card,9.15,3.9,4.7
03-04-2025,15:18:00,CNR7171067862,Success,CUST7959,Prime SUV,Behrampura,Naroda,12.43,19.03,,,,,,,410.89,Cash,16.48,3.5,4.5
14-04-2025,16:00:00,CNR5455287924,Success,CUST9446,Bike,Sabarmati,Kubernagar,9.03,16.37,,,,,,,257.78,Wallet,3.9,3.6,3.4
20-04-2025,21:00:00,CNR4269935085,Success,CUST7393,Mini,Sabarmati,Maninagar,7.6,9.13,,,,,,,1018.968,Cash,3.28,4.9,4.5
07-04-2025,00:44:00,CNR3678714713,Success,CUST7832,eBike,Sola,Ambawadi,5.14,19.43,,,,,,,360.92,Credit Card,13.18,4.8,3.8
17-04-2025,02:32:00,CNR1853169985,Canceled by Driver,CUST6922,Auto,New Ranip,Saraspur,,,,,Yes,More than permitted people in there,,,,,,,
04-04-2025,14:30:00,CNR3246460929,Success,CUST1961,Auto,Kubernagar,Juhapura,5.54,7.2,,,,,,,329.72,Debit Card,20.1,4.9,3.9
26-04-2025,11:34:00,CNR5639474691,Canceled by Driver,CUST3582,Auto,Behrampura,Juhapura,,,,,Yes,More than permitted people in there,,,,,,,
10-04-2025,22:40:00,CNR6596436136,Success,CUST2635,Prime Sedan,Navrangpura,Behrampura,13.9,7.68,,,,,,,407.68,Credit Card,14.53,3.5,4.3
30-04-2025,07:22:00,CNR7736611855,Canceled by Driver,CUST8892,Auto,Nikol,Lal Darwaja,,,,,Yes,More than permitted people in there,,,,,,,
20-04-2025,06:26:00,CNR8466283245,Success,CUST8698,Mini,Vejalpur,Lal Darwaja,9.12,17.84,,,,,,,286.908,Debit Card,7.15,3,4.8
23-04-2025,17:25:00,CNR6486227692,Canceled by Driver,CUST9181,Prime Plus,Bopal,Ambawadi,,,,,Yes,Personal & Car related issue,,,,,,,
24-04-2025,01:33:00,CNR1281545074,Success,CUST6176,Prime SUV,Lal Darwaja,Juhapura,14.29,14.86,,,,,,,391.08,UPI,9.18,4.1,3.5
03-04-2025,18:28:00,CNR2790287073,Success,CUST7396,Prime SUV,Bodakdev,Memnagar,5.92,18.5,,,,,,,272.27,Debit Card,1.83,4.8,4.9
27-04-2025,06:53:00,CNR5042150145,Success,CUST3356,Mini,Amraiwadi,Ambawadi,7.31,9.02,,,,,,,129.012,Cash,23.06,3.4,4.5
27-04-2025,18:02:00,CNR3603592900,Success,CUST9112,Prime Plus,Naranpura,Naroda,9.69,16.48,,,,,,,739.968,Wallet,8.93,4.7,4.4
10-04-2025,03:27:00,CNR2027537598,Success,CUST1495,Prime SUV,Juhapura,Thaltej,12.5,10.38,,,,,,,179.11,Wallet,3.91,3.8,3
11-04-2025,13:02:00,CNR2616551015,Canceled by Driver,CUST9615,Mini,Sola,Vastrapur,,,,,Yes,More than permitted people in there,,,,,,,
16-04-2025,23:46:00,CNR9094886121,Success,CUST6193,Auto,Ghodasar,Bopal,6.38,12.41,,,,,,,102.46,Wallet,11.86,4.2,4.6
09-04-2025,17:28:00,CNR1524605608,Canceled by Driver,CUST6329,Prime Sedan,Saraspur,Nikol,,,,,Yes,Personal & Car related issue,,,,,,,
06-04-2025,11:33:00,CNR6602710450,Canceled by Driver,CUST4732,eBike,Sabarmati,Narol,,,,,Yes,More than permitted people in there,,,,,,,
13-04-2025,11:53:00,CNR8195049565,Success,CUST4427,Mini,CG Road,Chharodi,14.23,15.53,,,,,,,66.336,UPI,21.76,4.6,3.6
05-04-2025,14:42:00,CNR7176989944,Success,CUST1361,eBike,Maninagar,Naranpura,3.61,15.03,,,,,,,557.604,UPI,21.22,3.7,3.8
28-04-2025,02:18:00,CNR1423267301,Success,CUST2730,Prime Plus,Vejalpur,Gota,3.38,11.78,,,,,,,957.71,Cash,20.44,4.3,4.7
11-04-2025,05:55:00,CNR2322052263,Success,CUST7853,Mini,Sola,Danilimda,11.21,18.81,,,,,,,162.9,Debit Card,7.37,3.2,3.5
19-04-2025,20:29:00,CNR7376050292,Incomplete,CUST8139,Prime Sedan,Memnagar,Maninagar,,,,,,,Yes,Other Issue,,,,,
25-04-2025,22:04:00,CNR6668169162,Incomplete,CUST8921,Prime Sedan,Odhav,Naroda,,,,,,,Yes,Other Issue,,,,,
21-04-2025,02:54:00,CNR5121389263,Success,CUST7937,Mini,Nikol,Sola,4.32,18.71,,,,,,,307.11,Debit Card,6.46,3,3.2
25-04-2025,20:26:00,CNR2008219267,Success,CUST2114,Bike,Ellis Bridge,Prahlad Nagar,5.75,10.66,,,,,,,260.75,Credit Card,23.67,3.9,3.4
27-04-2025,11:58:00,CNR5457515537,Success,CUST9455,Prime SUV,Ellis Bridge,Ghodasar,12.45,19.03,,,,,,,832.956,Credit Card,6.19,4.8,3.8
24-04-2025,22:08:00,CNR3679017882,Incomplete,CUST8308,Bike,Danilimda,Dariapur,,,,,,,Yes,Other Issue,,,,,
21-04-2025,18:03:00,CNR7863217684,Success,CUST7611,Prime SUV,Drive-In,Manek Chowk,11.4,7.91,,,,,,,190.24,Cash,4.94,4.2,4.2
01-04-2025,12:04:00,CNR4538605332,Incomplete,CUST3604,Prime Plus,Memnagar,Naroda,,,,,,,Yes,Customer Demand,,,,,
21-04-2025,07:18:00,CNR3261884633,Canceled by Driver,CUST8282,Prime Plus,Navrangpura,Narol,,,,,Yes,Personal & Car related issue,,,,,,,
25-04-2025,11:03:00,CNR3630143700,Canceled by Customer,CUST5819,Mini,New Ranip,Memnagar,,,Yes,Wrong Address,,,,,,,,,
01-04-2025,23:41:00,CNR4454981468,Success,CUST6813,eBike,Amraiwadi,Vatva,8.76,16.86,,,,,,,395.56,Credit Card,7.91,4.4,4.2
09-04-2025,13:27:00,CNR3886490246,Success,CUST5568,Prime Sedan,Shahpur,Gomtipur,6.98,5.15,,,,,,,76.48,Wallet,21.36,4.7,4.7
18-04-2025,19:20:00,CNR2584332497,Success,CUST6680,Prime SUV,Drive-In,Chharodi,8.9,18.62,,,,,,,500.91,Debit Card,12.03,3,3.6
04-04-2025,13:28:00,CNR8333782456,Incomplete,CUST9247,eBike,Ambawadi,Ranip,,,,,,,Yes,Vehicle Breakdown,,,,,
22-04-2025,18:22:00,CNR2985420958,Success,CUST8361,Auto,Naranpura,Amraiwadi,8.89,17.26,,,,,,,326.15,Credit Card,7.29,4,3
04-04-2025,11:05:00,CNR8813436528,Success,CUST3102,eBike,Vasna,Chharodi,5.69,10,,,,,,,373.3,Debit Card,2.93,3.1,4.6
14-04-2025,23:57:00,CNR6256078927,Canceled by Driver,CUST5698,Auto,New Ranip,Satellite,,,,,Yes,More than permitted people in there,,,,,,,
21-04-2025,13:36:00,CNR2115257520,Canceled by Driver,CUST5571,eBike,Isanpur,Dariapur,,,,,Yes,Customer related issue,,,,,,,
30-04-2025,11:33:00,CNR3361431270,Success,CUST8988,Mini,CG Road,Memnagar,12.66,7.58,,,,,,,382.48,Debit Card,13.78,4.4,3.6
02-04-2025,10:13:00,CNR1594035781,Success,CUST1638,Mini,Vatva,Maninagar,14.31,19.17,,,,,,,116.21,Cash,1.44,3.5,3.7
15-04-2025,06:35:00,CNR2507233875,Canceled by Driver,CUST2973,Bike,Behrampura,Dariapur,,,,,Yes,Customer was coughing/sick,,,,,,,
15-04-2025,06:10:00,CNR2465906333,Success,CUST7966,Prime Sedan,Odhav,Chandkheda,11.37,12.81,,,,,,,382.05,Credit Card,3.07,3.4,3.3
04-04-2025,13:48:00,CNR3733119960,Canceled by Driver,CUST7350,Prime SUV,Kubernagar,Shahpur,,,,,Yes,Customer was coughing/sick,,,,,,,
10-04-2025,20:38:00,CNR2553058559,Canceled by Driver,CUST7731,Mini,Chandkheda,Manek Chowk,,,,,Yes,Customer related issue,,,,,,,
29-04-2025,13:32:00,CNR8523476310,Incomplete,CUST7744,Prime Sedan,Chharodi,Lal Darwaja,,,,,,,Yes,Vehicle Breakdown,,,,,
19-04-2025,11:23:00,CNR5290166601,Canceled by Driver,CUST3929,Prime SUV,Gomtipur,Ashram Road,,,,,Yes,Customer was coughing/sick,,,,,,,
14-04-2025,08:38:00,CNR1971869507,Incomplete,CUST6617,Auto,Thaltej,Satellite,,,,,,,Yes,Customer Demand,,,,,
18-04-2025,18:22:00,CNR5851341548,Success,CUST1336,eBike,Gomtipur,Naranpura,5.88,5.98,,,,,,,204.23,Credit Card,1.69,3.6,4.5
10-04-2025,03:44:00,CNR1926373113,Success,CUST3823,Mini,Meghaninagar,Odhav,3.09,7.19,,,,,,,734.17,Wallet,24.59,4.8,4.8
29-04-2025,19:00:00,CNR2364422517,Success,CUST8489,Prime Plus,Kalupur,Prahlad Nagar,14.92,7.24,,,,,,,204.58,Wallet,10.31,4.8,4.2
16-04-2025,14:30:00,CNR4722399722,Canceled by Customer,CUST5413,eBike,Maninagar,Shahpur,,,Yes,Driver asked to cancel,,,,,,,,,
30-04-2025,21:31:00,CNR2720079171,Canceled by Driver,CUST6890,Prime Sedan,Lal Darwaja,Vastrapur,,,,,Yes,Customer related issue,,,,,,,
01-04-2025,23:11:00,CNR7889257792,Incomplete,CUST6688,eBike,Juhapura,Ashram Road,,,,,,,Yes,Vehicle Breakdown,,,,,
23-04-2025,19:28:00,CNR9882370474,Success,CUST4965,Mini,Sabarmati,Manek Chowk,4.96,5.67,,,,,,,202.78,Credit Card,4.12,3.4,3.2
22-04-2025,19:17:00,CNR2197086965,Success,CUST5094,Bike,Ashram Road,Chandkheda,11.91,9.99,,,,,,,446.25,Debit Card,3.06,5,4.3
19-04-2025,00:31:00,CNR4781767707,Success,CUST2362,Prime Sedan,New Ranip,New Ranip,13.63,13.94,,,,,,,566.736,Cash,19.89,4.5,4.8
